SK (De) : 3,7,3,0,3,3,7,7,3,0,7,3,3,0,3,0,1,3,1,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0
SK (Su) : 3,7,3,0,3,3,7,7,3,0,7,7,3,0,3,0,3,3,1,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0
SK (At) : 3,7,3,3,3,3,7,7,3,0,7,7,3,0,3,0,3,3,1,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0
LIB (De) : 0,0,0,0,7,0,7,0,0,7,7,0,7,7,0,1,1,5,1,3,0,0,0,0,3,3,0,0,5,0,0,3,0,5,1,3
LIB (Su) : 0,0,3,0,7,0,7,0,0,7,7,0,7,7,0,1,1,5,1,3,0,0,0,0,3,3,1,0,5,0,0,3,0,5,1,3
BPD (De) : 0,0,0,0,3,0,7,0,0,7,7,0,7,3,1,1,1,5,1,1,0,0,0,0,3,0,1,0,5,0,0,3,0,5,0,3
BPD (St) : 0,0,0,0,3,0,7,0,0,3,7,0,7,3,3,1,3,5,1,3,0,0,0,0,3,0,1,0,5,0,0,3,0,5,0,3
BPD (Co) : 0,0,0,0,3,0,3,0,0,7,7,0,7,3,0,3,0,5,3,3,0,0,0,0,3,0,1,0,5,0,0,1,0,5,0,1
CD (De) : 0,0,0,0,0,0,7,0,0,7,0,0,7,0,1,1,1,5,1,1,0,0,0,0,3,0,0,0,5,0,0,3,0,5,0,3
CD (St) : 0,0,0,0,0,0,7,0,0,3,0,0,7,0,3,1,3,5,1,3,0,0,0,0,3,0,0,0,5,0,0,3,0,5,0,3
CD (Co) : 0,0,0,0,0,0,3,0,0,7,0,0,7,0,0,3,1,5,3,3,0,0,0,0,3,0,0,0,5,0,0,1,0,5,0,1
NNCB (De) : 0,0,0,0,0,0,7,0,0,7,0,0,7,0,1,1,1,5,1,0,0,0,0,0,3,0,0,0,5,0,0,3,0,5,0,3
NNCB (St) : 0,0,0,0,0,0,7,0,0,3,0,0,7,0,3,1,3,5,1,0,0,0,0,0,3,0,0,0,5,0,0,3,0,5,0,3
NNCB (Co) : 0,0,0,0,0,0,3,0,0,7,0,0,7,0,0,3,1,5,3,0,0,0,0,0,3,0,0,0,5,0,0,1,0,5,0,1
BWM (De) : 0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,3,1,0,1,0,0,0,0,0,1,3,0,5,0,1,0,0,0,1,3,1
BWM (Su) : 0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,3,1,0,1,0,0,0,0,0,0,3,0,5,0,1,0,0,0,1,3,1
REG (Su) : 0,0,3,0,7,0,0,3,0,0,7,0,0,7,0,1,0,3,0,3,0,3,0,3,0,3,3,5,0,0,1,0,0,0,0,0
VOL (Su) : 0,0,0,3,3,0,0,3,0,7,7,0,7,0,0,1,0,1,1,1,0,0,0,3,3,0,0,5,1,0,1,0,0,3,3,1
VOL (At) : 0,0,0,7,3,0,0,7,0,3,7,0,7,0,0,3,0,1,1,1,0,0,0,3,3,0,0,5,1,0,1,0,0,3,3,1
DLP (De) : 0,0,0,0,7,0,0,0,0,0,7,0,3,7,0,1,0,3,0,3,0,0,0,0,1,3,3,5,0,0,1,0,0,0,0,0
DLP (Su) : 0,0,0,0,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,0,0,1,1,3,3,5,0,0,1,0,0,0,0,0
HB (De) : 0,0,0,0,3,0,0,0,0,7,3,0,7,0,1,3,1,3,3,3,0,0,0,0,3,3,0,5,0,0,0,1,0,0,1,1
DM (De) : 0,0,0,0,0,0,0,0,0,3,3,0,7,0,1,3,0,1,3,1,0,0,0,0,3,3,0,5,0,0,0,0,0,0,1,1
DM (Su) : 0,0,0,0,3,0,0,0,0,3,3,0,7,0,1,3,0,1,3,1,0,0,0,0,3,3,0,5,0,0,0,0,0,0,1,1
ANC (De) : 0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,0,1,3,3,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,1
RPM (Su) : 0,0,3,0,7,0,0,3,0,0,7,0,0,7,0,3,0,3,1,3,0,0,0,3,1,3,3,5,3,1,1,0,0,1,3,0
BBM (Su) : 0,0,3,3,3,0,0,3,0,0,7,0,7,3,1,1,0,1,0,1,0,0,0,3,1,3,0,3,1,0,1,0,0,1,3,1
CM (De) : 0,0,0,0,3,0,0,0,0,3,3,0,7,3,1,1,0,1,3,3,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0
CM (Su) : 0,0,0,0,7,0,0,0,0,0,7,0,7,3,0,1,0,1,1,3,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0
CM (At) : 0,0,0,0,7,0,0,3,0,0,7,0,3,3,0,1,0,1,0,3,0,0,0,3,0,1,1,1,1,0,0,0,0,0,1,0
CM (Au) : 0,0,0,0,7,0,0,0,0,0,7,0,7,3,0,1,0,1,1,3,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0
MEZ (Su) : 0,0,3,0,3,0,0,3,0,0,7,0,3,7,0,1,0,1,0,3,0,0,0,3,0,0,1,3,3,0,1,0,0,0,1,0
MEZ (At) : 0,0,7,3,3,0,0,3,0,0,7,0,0,7,0,1,0,1,0,3,0,0,0,3,0,0,3,3,3,0,1,0,0,0,1,0
AP (Su) : 0,0,3,0,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,3,0,3,3,0,0,1,0,0,0,0,0,0
AP (At) : 0,0,3,0,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,3,0,3,3,0,1,1,0,0,0,0,0,0
CAR (Su) : 0,0,0,0,7,0,0,0,0,0,7,0,7,3,0,1,0,1,1,3,0,0,0,1,3,3,1,1,0,0,0,0,0,0,3,0
W (Su) : 0,7,7,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,3,1,0,0,5,5,0
W (At) : 0,7,7,0,3,0,0,0,0,0,3,0,0,7,0,1,0,0,0,0,0,1,0,1,0,0,0,5,5,3,1,0,0,5,5,0
IW (Su) : 0,7,7,0,3,0,0,3,0,0,7,0,0,7,0,0,0,1,0,1,0,0,0,1,0,0,1,5,5,3,1,0,0,5,5,0
IW (At) : 0,7,7,0,3,0,0,3,0,0,7,0,0,7,0,1,0,1,0,1,0,1,0,1,0,0,1,5,5,3,1,0,0,5,5,0
DW (De) : 0,3,3,0,3,0,0,0,0,3,0,0,3,7,1,3,0,0,1,1,0,0,0,3,3,3,0,5,5,0,0,0,0,5,5,0
DW (Su) : 0,7,3,0,3,0,0,0,0,3,3,0,3,7,1,1,0,1,1,1,0,0,0,3,1,3,0,5,5,0,0,0,0,5,5,0
WM (De) : 0,3,0,0,3,0,0,0,0,3,7,0,7,3,0,1,0,1,3,3,0,0,0,0,3,3,0,5,5,0,0,0,0,5,5,0
WM (Su) : 0,3,0,0,3,0,0,0,0,0,7,0,7,3,0,1,0,1,1,3,0,0,0,1,1,3,1,5,5,0,0,0,0,5,5,0
WM (At) : 0,7,0,0,7,0,0,0,0,0,7,0,3,3,0,1,0,1,0,3,0,0,0,1,0,3,1,5,5,0,0,0,0,5,5,0
WM (Au) : 0,3,0,0,3,0,0,0,0,0,7,0,7,3,0,1,0,1,1,3,0,0,0,1,1,3,1,5,5,0,0,0,0,5,5,0
WP (Su) : 0,0,3,0,7,0,0,0,0,0,7,0,0,7,0,0,0,3,0,3,0,0,0,1,0,3,3,5,5,1,0,0,0,5,5,0
WP (At) : 0,0,7,0,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,3,0,3,3,5,5,1,0,0,0,5,5,0
IF (Su) : 0,0,7,7,7,0,0,3,0,0,3,0,0,7,0,1,0,1,0,0,0,1,0,3,0,0,1,5,5,3,1,0,0,5,5,0
IF (At) : 0,0,7,7,7,0,0,3,0,0,3,0,0,7,0,3,0,1,0,0,0,1,0,3,0,0,0,5,5,3,1,0,0,5,5,0
RAM (At) : 0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,3,0,0,0,5,5,0,3,0,0,5,5,0
WTF (Su) : 0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,3,0,5,5,0,1,3,0,5,5,3
WTF (At) : 0,3,0,3,3,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,1,0,5,5,0,1,3,0,5,5,3
TREQ (At) : 0,0,7,3,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,3,0,3,0,0,3,5,5,1,1,0,0,5,5,0
SS (At) : 0,0,7,7,7,0,0,0,0,0,3,0,0,3,0,3,0,3,1,1,0,0,0,3,0,0,0,5,5,1,1,0,0,5,5,0
AM (Su) : 0,0,3,0,7,0,0,7,0,0,7,0,0,7,0,3,0,1,0,3,0,3,0,3,0,0,1,5,5,1,0,0,0,5,5,0
AM (At) : 0,0,7,3,7,0,0,7,0,0,7,0,0,7,0,3,0,1,0,3,0,3,0,3,0,0,1,5,5,1,0,0,0,5,5,0
ENG (Su) : 0,0,3,0,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,1,0,1,3,5,5,1,0,0,0,5,5,0
PF (De) : 0,0,10,10,3,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,0,0,0,0,0,3,0,3,5,1,1,0,0,3,3,1
PF (Su) : 0,0,10,10,3,0,0,0,0,0,3,0,0,0,3,3,3,1,1,3,0,0,0,1,0,3,0,3,5,1,1,0,0,3,3,1
PF (At) : 0,0,10,10,3,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,0,0,0,3,0,3,0,3,5,1,1,0,0,3,3,1
AF (At) : 0,0,10,10,3,0,0,0,0,0,3,0,0,7,0,1,0,3,0,1,0,0,0,3,0,0,0,1,5,1,1,0,0,1,1,0
P (At) : 0,0,10,10,3,0,3,0,0,0,0,0,0,3,0,3,0,3,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0
FN (Su) : 0,0,10,10,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,3,0,1,3,0,5,3,1,0,0,0,0,0
DLF (Su) : 0,0,10,10,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,3,0,3,1,0,5,0,1,0,0,0,0,1
DLF (At) : 0,0,10,10,7,0,0,0,0,0,7,0,0,7,0,1,0,3,0,3,0,1,0,3,0,3,1,0,5,0,1,0,0,0,0,1
TF (Su) : 0,0,10,10,3,0,7,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,1,0,3,0,0,5,0,3,3,0,0,0,3
TF (At) : 0,0,10,10,3,0,7,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,0,3,0,1,0,0,5,0,3,3,0,0,0,3
CF (Su) : 0,0,10,10,7,0,7,7,0,0,7,0,0,7,0,3,0,3,0,3,0,0,0,3,0,1,3,1,5,3,1,1,0,1,1,3
CF (At) : 0,0,10,10,7,0,7,3,0,0,3,0,0,7,0,3,0,3,0,1,0,0,0,3,0,1,1,1,5,3,1,1,0,1,1,3
